,Username,Time,Date,Replies,Post
108,Antoeni,8:39am,Jul 09,25,"['The protesters in their hundreds, included maverick Nigerian entertainer and activist, Charles Oputa, popularly called Charly Boy, Michael Parish, Idris Abdulkareem, Baba Fryo and a couple of other upcoming artists.', None, None, 'Suleman countered their claim that Pastor Adeboye was quiet about happenings in the country and release of Leah Sharibu, noting that he had asked Nigerians to pray about the situation.', None, None, 'The protesters in their hundreds, included maverick Nigerian entertainer and activist, Charles Oputa, popularly called Charly Boy, Michael Parish, Idris Abdulkareem, Baba Fryo and a couple of other upcoming artists.', None, None, 'Suleman countered their claim that Pastor Adeboye was quiet about happenings in the country and release of Leah Sharibu, noting that he had asked Nigerians to pray about the situation.', None, None, 'However, Eedris Abdulkareem, who was among the protesters, took to Instagram page on Tuesday morning attacking Apostle Suleman.', None, None, None, 'He queried why Suleman did not pray for Stephanie Otobo who accused him of sleeping with her, rather he reported the case to the police.', None, None, 'According to him, a man of God must not only pray but speak out against injustice.', None, None, 'He wrote: “Dear Apostle Suleiman, are you aware that Leah Sharibu has been under captivity for FIVE HUNDRED AND ONE DAYS? 501 DAYS….YES.', None, '“Let me ask you why you did not pray to God when Stephanie Otobo accused you. Instead you went to the police. Why did you speak up against her and now ask us to be silent while our people are killed daily?', None, None, '“I remember Pa Adeboye praying for Buhari. Why did he not also refuse to pray for him then. What is this hypocrisy that we like to dey embrace for Nigeria?', None, None, '“All I am saying is this: Keep praying but also speak up? It costs all of you nothing. The Bible says Faith without works is dead. I am not a pastor yes I know this.', None, None, '“If you as a man of God cannot join me to condemn the atrocities that are currently going on. If you as a man of God cannot condemn with your mouth (I no talk say make you carry gun or make you fight). Then the God that you serve and the one that hates injustice are not the same.', None, None, '“Na me Eedris Abdulkareem talk am! Peace and Love always.”', None, None, None, None, 'https://dailypost.ng/2019/07/09/adeboye-didnt-pray-stephanie-eedris-abdulkareem-slams-apostle-suleman/']"
109,dre11,8:32am,Jul 09,27,"[None, None, None, 'https://thenationonlineng.net/four-refineries-to-work-by-2023-says-nnpc-boss/']"
110,bellachibaby,8:01am,Jul 09,24,"['Gombe State Emergency Management Agency, SEMA has confirmed that windstorm and flooding caused by heavy downpour has wrecked havoc on Gombe community, washing away a total of 130 houses.', None, None, 'The incident which occurred in Bojude, Kwami Local Government Area  three weeks ago also destroyed food stuffs and other household materials, including a goat.', None, None, 'This was revealed by Muhammad Garba the Relief and Rehabilitation Officer  of Gombe yesterday.', None, None, 'He also confirmed that the rainfall which started at around 8pm rendered about 215 households homeless. “The houses affected were all made of mud and because of the intensity of the wind most of the roofs were blown and the wall fence surrounding the houses  collapsed,  about 208 room were affected”.', None, None, '“No life was lost  though, but  about 35 bags of beans, 42 gabs of maze, 5 bags of Bambara nuts and as usual household items, like beds; beddings and so many home appliances were destroyed in flood,” Garba said.', None, None, 'He added that  the agency had upon receiving the report from the authorities of the council area, visited the scene and recorded the damages made for further action.', None, None, None, None, 'see more here   ', 'https://thickmatch.com/flooding-130-houses-washed-away-gombe/']"
111,GistCaster,3:01am,Jul 09,26,"['Half brother of former Psquare dou, Peter Okoye shows his support for popular Instagram slay queen, Tacha after being nominated by housemates for possible eviction this sunday.', None, None, 'Peter Okoye replies Tacha Instagram handle with a comment ', '""We Die Here #teamtach""', ' after a post was shared by her handle operator for fans to vote for her to remain in the BBNaija house.', None, None, 'Tacha, Mercy, Kim Oprah, Sir Dee and Ellah are up for possible eviction this weekend.', None, None, 'See more here; ', 'http://gistmore.com/we-die-here-peter-okoye-shows-his-support-for-bbnaija-housemate-tacha']"
112,zicoraads,2:27am,Jul 09,25,"['Kano man stabbed by his wife opens up, shows evidence of her sending nudes to boyfriends', None, None, 'Hussain, whose 21-year-old wife Fatima Musa almost killed him by stabbing, has finally recovered to narrate his own side of the story.', None, None, 'The incident occurred at 1:30am on June 22 at the couple’s residence at Unguwar Mai Kalwa, Naibawa, Quarters, Kumbotso Local Government Area of Kano State, according to a Daily Focus report.', None, ' ', None, 'The family of the wife had earlier painted a picture of self-defence, accused Mr Hussain of wife battery, and released a video of injuries inflicted on her by him before she escaped to pick a knife and stab him.', None, None, 'Fatima, a student of Law at Bayero University Kano, BUK, was immediately arrested by the police.', None, None, 'But at a press conference he organised in his residence, Mr Hussain accused his wife of infidelity and denied accusations of wife beating.', None, None, '“I caught my wife dancing indecently in my parlour where she was recording the dance on her phone and sending the video clips to her boyfriends,” he told journalists.', None, None, '“I told her mother about it and she asked me if my wife’s elder sister and grandmother knew what was happening and she pleaded with me not to reveal it to anyone so as not to soil the image of their family.', None, None, None, ' ', None, '“Also I challenged one of the boyfriends with whom my wife was exchanging voice notes but said he was not aware that my wife was a married woman.', None, None, '“This is one of over 30 voice messages I found,” he said, turning on a recorded audio conversation he had with his wife’s alleged boyfriend on an his phone.', None, None, '“I also have evidence on how my wife invited her lover from Abuja and had a session with him in a hotel in Bompai, which name I will not reveal. She did this precisely on 26th April, 2016 while being married. She was at the hotel from 10:13 a.m and stayed up to 12:16 pm. And the CCTV camera of that hotel captured this information I’m talking about.', None, None, '“Also on that same day, a Friday, I caught her taking drugs in my house. She was taking Shisha with some substances that include high concentration of narcotic. During the last Ramadan fast, she sprinkled drops of poisonous insecticides in my food, a meal of fried eggs. I have the evidence of that too.', None, None, None, ' ', None, '“When the problem became so serious, we had to seek audience with Dr. Bashir (Umar), chief Imam of Al-Furqan Jumuat Mosque, who is a well respected marriage counsellor in order to get advice and save the marriage.', None, None, '“We went to see Dr. Bashir along with my wife, her mother and her elder brother in my car. I narrated all my accusations against her including her infidelity, promiscuity and drug abuse which she all admitted to Dr. Bashir.', None, None, '“But it was on the same day after we returned home that she stabbed me with a knife after I seized her phone, which she used to send her nude pictures and videos to her boyfriends. I was already in bed when she picked two knives from her kitchen and came to the room. She sat in front of my bed, with her back facing the mirror as if she was meditating. At that moment, she raised the first knife and stabbed me on the side of my stomach and then threw the knife behind her.', None, None, '“I woke up fully to see her raising the second knife to strike me but I attempted to hold her hand, getting injured in the process. This is the scar as you can see.', None, None, None, '“She raised the knife again to strike me but I dodged, forcing the knife to sink into the mattress. At that moment, I stood up and held her hand in an attempt to seize the knife. She bit my hand during the struggle, warning me to release. It was in this struggle that I pushed her and she fell and hit her head against the side drawer and subsequently on the rough floor tiles which made her face swollen.', None, None, '“It was not true that we fought in the kitchen. The trail of blood stains could be seen only from the floor of my room to the parlour.', None, None, '“Therefore I challenge her family members from both her mother’s and father’s side to bring any evidence that I was beating their daughter every day. The video clip they were circulating were from the scene of this particular incident we are talking about.', None, None, '“So, my friend Lawali rescued me on that day with the help of Allah and took me to the hospital. As he was holding my feet while I was writhing in pains, the third face I saw on me was that of my mother-in-law and I warned her not to touch me. My friend Ustaz can testify to this.', None, None, None, ' ', None, '“I complained to her that she was aware of my wife’s promiscuous behavior and her attempt to poison me but they didn’t take action. At hearing this, my mother-in-law started gesturing to me to keep quiet, pleading with me not to expose her daughter’s bad behavior to the world.', None, None, '“Before leaving the hospital, my mother-in-law sought for permission from my friend Ustaz to privately see and discuss with her daughter.”', None, None, 'Making reference to Zainab Sanda saga and how evidence is allegedly destroyed by wife’s family, he said the family of his wife concocted the story of wife battery in order to make their daughter the victim and portray him in bad light.', None, None, '“There was a similar case in Abuja where the husband died. So my mother-in-law conspired with her daughter to destroy evidence and sponsor campaigns of calumny against my person on social media.', None, None, None, ' ', None, '“They sponsored video clips and other materials in which I was accused of alcoholism, drug abuse and wife beating. This was done in order to tarnish my image and make me look like I was wicked so that my wife would get public sympathy. But I have evidence of their daughter’s immorality, unfaithfulness and drug use,” Mr Hussein said.', None, None, 'When asked if he had ever reported on his wife’s alleged immorality to her parents he said:', None, None, '“I have been reporting my wife to her parents. And every time I report her, I normally send them the evidence of what she does online. I sent them via Whatsapp to the father and to the mother. If they don’t have the records of what I sent, I have them here.', None, None, '“These are some of the nude pictures; she normally did videos and send to her boyfriends despite being married,” he said, showing video clips of his wife in compromised poses on his phone.', None, None, '“But the response of the parents is that I should please cover them, I should keep it within myself, I should not expose them because it will tarnish their image. My wife was even exchanging porn videos with some of the friends she has,” he said.', None, None, 'Hussain also claimed that he was not aware that his wife was “immoral” before he married her and that even after the marriage he could not discover her strange behavior in time because he didn’t have access to her phone.', None, None, '“Even a day to the marriage, her father sat her down and told her that it was the last opportunity she had to choose a husband. She was asked if she loved me and she answered yes. I gave her gifts which she accepts and even sent me messages. We had a very good courtship,” Mr Hussein said.', None, None, 'Mr Hussein also said he did not opt for a divorce despite her alleged infidelity because her parents were always giving him hope that things get better and that he himself was anticipating changes.', None, None, '“I had no plans to divorce her because as a Muslim I was always anticipating changes. I prayed during the holy month of Ramadan for Allah to make things better between us,” he added.', None, None, None, 'https://dailynigerian.com/kano-man-stabbed-by-his-wife-opens-up-shows-evidence-of-her-sending-nudes-to-boyfriends/']"
113,Rossikk,10:58pm,Jul 08,30,"['The Black Stars have been knocked out of the 2019 African Cup of Nations by Tunisia after a dramatic shootout which saw Caleb Ekuban’s penalty saved. ', None, None, 'The match was decided on spot-kicks after it finished 1-1 after extra-time. ', None, None, 'Tunisia took the lead after Taha Khenissi’s shot went in off the post but the Black Stars levelled in stoppage time as Rami Bedoui headed into his own net to force the match into extra time. ', None, None, 'With neither side able to find a winner in the 30 minutes, the match went to penalties with Caleb Ekuban’s miss proving costly for the Black Stars. ', None, None, 'Tunisia will now move on to face Madagascar in the quarlerfinals. ', None, None, 'An impressive first 20 minutes saw the Black Stars pin Tunisia in their own half and create a number of goal scoring opportunities. ', None, None, 'Kasim Nuhu Adams came closes for the Stars early on as his header from a corner hit the upright. ', None, None, 'Andre Ayew’s follow-up was blocked but the referee had already whistled for a foul. ', None, None, 'The Black Stars were in control at this stage with Thomas Partey, playing in a more advanced position central to their play. ', None, None, 'Afriyie-Acquah, starting for the first time at the AFCON let fly from 30 yards but his effort was tipped around the post by the Tunisian keeper. ', None, None, 'The Tunisians’ first forays forward caused some discomfort for the Stars players but some impressive defending from Andy Yiadom, Kasim Nuhu and Thomas Partey prevented the Tunisians from taking the lead. ', None, None, 'Down the other end, Thomas Partey was proving to be a nuisance as he latched on to Afriyie Acquah’s ball forward and fired over. ', None, None, 'The Black Stars then thought they had broken through when Andre Ayew cleverly backheeled Jordan Ayew’s cross into the net but the referee ruled that the ball had come off the arm of Partey in the build-up. ', None, None, 'The referee waved away protests from Ayew and Partey as the teams went into the break level.', None, None, None, 'The Black Stars started the second period strongly as well but it was the Tunisians who created the clear-cut opportunities. ', None, None, 'Wahib Khazri, on as a second-half sub, run free down the right-hand side, his cutback found Taha Khenissi but his shot was blocked by Kasim Nuhu. ', None, None, 'Tunisia were definitely getting closer and almost scored again as Ellyes Skhiri headed against the crossbar. ', None, None, 'The North Africans found their goal eventually as Khazri’s deft touch found Wajdi Kechrida on the right. His pull-back was slammed in off the post by Khenissi. ', None, None, 'The goal sparked wild celebrations in the Tunisian end of the stadium as the Ghanaian players and fans put their heads in their hands in despair. ', None, None, 'Kwesi Appiah brought on Caleb Ekuban and Asamoah Gyan for Afriyie Acquah and Andre Ayew as the Black Stars searched for an equaliser but it was Mubarak Wakaso who came close for the Black Stars as his long-range strike was tipped onto the post by the Tunisian keeper. ', None, None, 'With the Black Stars seemingly heading out of the AFCON a freekick delivered into the box by Wakaso was headed past his own keeper by Rami Bedoui to take the game into extra time.', None, None, None, 'The Black Stars were quickest out of the blocks for extra time as Andy Yiadom forced Tunisian keeper Mouez Hassen into a decent save. ', None, None, 'He then made a much more comfortable save diving to his right to grab a weak head from Asamoah Gyan. ', None, None, 'The Black Stars were threatening but the Tunisian’s almost took the lead from Wahbi Khazri’s effort but Richard Ofori did well to tip it over. ', None, None, 'Jordan Ayew could have won it in the second half of extra time for Ghana but his shot after Asamoah Gyan’s flick on flew just wide. ', None, None, 'Substitute Kwabena Owusu was then set up by Jordan but his shot at the end of extra time but his shot was straight at the goalkeeper with the game heading into the penalty shoot-out. ', None, None, 'Wakaso took Ghana’s first penalty, just about beating Tunisia’s substitute keeper Mustapha. ', None, None, 'After Tunisia had scored their first, Jordan Ayew stepped up and found the back of the net with ease.', None, None, 'Khazri took Tunisia’s next spot-kick slotting home before Caleb Ekuban’s penalty was saved by Mustapha. ', None, None, 'Dylan Bronn fired home Tunisia’s next kick firing into the top corner but Lumor Agyenyenu responded by sending the keeper the wrong way. ', None, None, 'Yassine Meriah then scored to make it 4-3. ', None, None, 'Needing to score to keep Ghana in the competition, Thomas Partey found the top corner with his kick. ', None, None, 'However Tunisia went through and broke Ghanaian hearts as Sassi converted his side’s final penalty.', None, None, 'https://mobile.ghanaweb.com/GhanaHomePage/NewsArchive/2019-AFCON-Black-Stars-knocked-out-on-penalties-by-Tunisia-761703']"
114,Gistformant,8:51pm,Jul 08,27,"['Beautiful actress Angela Okorie who describes  herself as shameless, rocks sexy swimwear at the pool side.', None, None, 'See more photos here; ', 'http://gistmore.com/actress-angela-okorie-shows-off-her-sexy-body-in-bikini-photos']"
115,GistGoViral,3:52am,Jul 09,24,"['BBNaija housemate, Seyi who is the grandson of Obafemi Awolowo in a throwback photo with billionaire, Aliko Dangote.', None, None, 'See more; ', 'http://gistmore.com/bbnaija-throwback-photo-of-awolowo-grandson-seyi-and-dangote']"
116,JobInformant1,2:55pm,Jul 08,29,"['The Shell Petroleum Development Company (SPDC) is Nigeria’s oldest energy company, and has a long term and continuing commitment to the country, its people and the economy. As one of the world’s leading energy companies Shell plays a key role in helping to meet the world’s growing energy demand in economically, environmentally and socially responsible ways.', None, None, None, ' ', None, 'Applications are invited from fresh graduates for the position below:', None, None, 'Title: Graduate Trainee Programme', None, None, 'Reference ID: 113786BR', None, 'Location: Nigeria', None, None, 'The Role', None, None, 'At Shell, we’re developing all kinds of ideas to help meet the growing demand for energy and we’re looking for ambitious students and graduates to help us do more.', None, 'Our aim is to meet the energy needs of our society in ways that are economically, socially and environmentally viable, now and in the future. Our focus on innovation and technology has made us a leading manufacturer, distributor and marketer of refined petroleum products.', None, 'Shell is a global group of energy and petrochemical companies, employing approximately 87,000 people and operating in more than 70 countries and territories.', None, 'Shell Graduate Programme', None, 'The Shell Graduate Programme is a development framework that enables new graduates to become fully independent Shell professionals in 2-5 years. At Shell, new graduates have access to an unparalleled range of roles and world-class training and development opportunities, including:', None, None, 'Leadership skills development', None, 'Job Rotations in different businesses', None, 'Networking, Coaching and Mentoring relationships', None, 'World class training (classroom based learning, e-learning modules, accreditation)', None, 'What we look for in Shell', None, 'Graduate Trainees who:', None, None, 'Completed their undergraduate degree not earlier than 2016', None, 'Graduated with a minimum 2:1 (Second Class Upper) degree', None, 'Have completed their Nigeria National Youth Service Corps (NYSC) programme with proof of discharge certificate', None, 'RELATED:  Job Vacancy for Cashier at OPPO Nigeria, 28th Oct., 2018 - Ikeja, Lagos', None, 'Applicants who do not satisfy the above requirements will be automatically regretted.', None, None, 'Courses of Study', None, None, None, ' ', None, 'Social Sciences', None, 'Law', None, 'Metallurgical Engineering', None, 'Electrical Engineering', None, 'Electronics Engineering', None, 'Instrumentation Engineering', None, 'Geology', None, 'Geophysics', None, 'Mathematics', None, 'Finance', None, 'Mechanical Engineering', None, 'Chemical Engineering', None, 'Civil Engineering', None, 'Structural Engineering', None, 'Marine Engineering', None, 'Accountancy', None, 'As part of our process to identify remarkable individuals, we use a competency-based assessment methodology which focuses on Capacity, Achievement and Relationships (CAR).', None, None, 'Capacity: We’re looking for people with the intellectual, analytical, and creative ability to learn quickly, identify issues, and propose innovative solutions.', None, 'Achievement: We want driven high-achievers full of curiosity, self-confidence and organizational skills.', None, 'Relationship: We’re searching for strong communicators who work well within a team, respect others and encourage and support colleagues.', None, 'Deadline: 21st July, 2019.', None, None, 'Method of Application', None, None, 'Click here to apply online', None, None, 'https://jobs.shell.com/job/nigeria/employment-opportunities-2019-nigeria/26623/12477050', None, None, 'Interested and qualified candidates should:', None, 'Source']"
117,Drinokrane,7:33am,Jul 09,30,"['Osun State governor, Mr. Gboyega Oyetola, on Monday in Osogbo said he would pay all the salary arrears owed workers by the immediate past administration of Governor Rauf Aregbesola, Igbere TV reports.', None, None, None, 'He made this disclosure when civil servants hosted him for his victory last Friday at the Supreme Court, which affirmed his mandate in the September 2018 election.', None, None, None, 'The apex court’s decision ended the almost eight months litigation over the election and sealed the hope of the candidate of the Peoples Democratic Party (PDP), Senator Ademola Adeleke.', None, None, None, 'Oyetola averred that “I will not only sustain the payment of your full salary but by the grace of God, I’ll pay your arrears. I will prioritise your welfare.”', None, None, None, 'He, however, maintained that civil servants must believe in the administration, be dedicated, give their full support, show understanding and commitment to duty.', None, None, None, 'While urging the workers to be partners in progress, Oyetola added that they must also deliver on efficiency and productivity because they are the drivers of his promise to deliver democracy dividends to the people.', None, None, None, '“I have no reason not to hit the ground running, we will deliver on our promises,” he remarked.', None, None, None, 'Reflecting on the period of litigation, Oyetola, who took the mantle on November 27, 2018, said: “the journey was tough and full of distractions. It was a difficult period for planning. Anytime you made a move to plan, you remember that it is only if all things are equal. You did not know how long you could plan.”', None, None, None, 'Oyetola explained that he refused to allow his spirit to be dampened by reminding himself that tribulation was part of life and that “even Jesus Christ faced tribulation. He was crucified, so who are we? Our state is bound to go through a difficult time but the important thing is that we have triumphed.”', None, None, None, '“Now the battle is over, I call on everybody including the opponents to support us to move the state forward because I believe in participatory government”, he asserted.', None, None, 'Source; ', 'http://igberetvnews.com/825264/just-in-workers-to-get-arrears-of-unpaid-salaries-owed-by-aregbesolas-govt-%e2%80%95-gov-oyetola-says/']"
118,GistGoViral,3:28am,Jul 09,30,"['Ageless Nigerian man identifies as, Fakorede, celebrates his 50th birthday in grand style as his lovely daughters lift him up.', None, ' ', None, 'As shared by celebrity photographer, TY Bello;', None, None, None, None, 'See more photos; ', 'http://gistmore.com/4-ladies-lifts-their-dad-up-as-he-celebrates-his-50th-birthday-photos']"
119,HeWrites,10:01pm,Jul 08,27,"[""A Malawian man identified as Bob Phondo has been put on blast on Twitter for sharing ten things about the beautiful woman he's about to get married to this weekend."", None, None, None, 'Phondo, who took to Twitter, a micro-blogging platform disclosed that his fiancée contributed a lot to his life from when he had nothing “had no money or place to stay” till he gets very stable financially.', None, None, None, 'However, Phondo received more of backlash than praise from ladies on the micro-blogging for only talking about ""her love for him but nothing about his love for her.""', None, None, 'Read the 10 things he shared below;', None, None, '""I wanna share 10 things about this woman before we wed this weekend;', None, None, '1.  When I met her I had no place to stay. I was sleeping on a couch at a friend’s house. And she knew.', None, '2. I found a place later on, and she helped paying my rent for months', None, '3. She got me my first car ever.', None, '4. My laptop got damaged and I needed it so much at the time so I could work on my things in order to earn something. She gave me hers.', None, '5. She covered most costs for our dates for a year.', None, '6. She invested in our first two businesses together. And opted for me to run them full time', None, '7. I never met her mom until when I brought my family to meet hers', None, '8. She celebrated and congratulated me for any penny I made at the time, even when it was as little as $10', None, '9. She supported everything I was trying to do to make ends meet. Whether it earned us money or not.', None, '10. Though I’m very stable and all that now, I know she doesn’t really care about those things. She cares about me solely. I know she’d give me anything in the world if she had to,coz she has proved it over and over again', None, None, 'Ladies and gentlemen, that’s the kinda woman I’m marrying""', None, None, None, 'Source; ', 'https://www.foxmeek.com/viral/man-set-to-wed-under-fire-for-sharing-10-things-about-his-wife-to-be-only']"
120,kolaaderin,11:28pm,Jul 08,30,"['Not Nigeria, Not Lagos And Definitely Not Lekki. This Is Washington DC USA Flood', None, None, 'A dangerous flash flood emergency hit the streets of Washington D.C. during the Monday morning commute.', None, None, 'With three to four inches of heavy rain falling in a short amount of time, the National Weather Service said the area saw significant flash flooding.', None, None, 'The rain left drivers stranded on top of their cars and some metro commuters with water streaming into the station.', None, None, '""Travel will be EXTRAORDINARILY dangerous,"" the National Weather Service warned on Twitter. ""Stay out of low areas, if in a low area that may flood, seek higher ground. Stay off the roads if at all possible. This is not the \'usual\' flooding.""', None, ""The rain flooded the main power vault at D.C.'s National Archives, closing the building. The National Archives is home to the Declaration of Independence, the Constitution and the Bill of Rights; all those documents are safe, the National Archives and Records Administration said."", None, None, 'The downpour even appears to have affected the White House basement.', None, 'D.C. Mayor Muriel Bowser urged drivers to stay off the roads.', None, None, 'https://www.yahoo.com/gma/severe-storms-expected-rockies-midwest-102503563--abc-news-topstories.html']"
121,BleedingPen,6:36am,Jul 09,29,"['The Human and Environmental Development Agenda (HEDA), has given the President Muhammadu Buhari led Federal Government a 14-day ultimatum to prosecute Senator Danjuma Goje, Igbere TV reports.', None, None, 'The group said it will drag President Muhammadu Buhari and the Federal Government to court if they fail to immediately try Goje, at the expiration of the ultimatum.', None, None, 'Igbere TV recalls that the Federal Government had, through its lead counsel, strike out corruption charges against the former governor of Gombe State at the Plateau State High Court.', None, None, 'This comes less than 30 days after the former Chairman of Senate Committee on Appropriations stepped down his Senate Presidential ambition after a meeting with Buhari in Aso Rock.', None, None, 'Goje was being tried by the Economic and Financial Crimes Commission (EFCC) for allegedly misappropriating over N5 billion between September and November 2010, when he held sway as governor.', None, None, 'Reacting to the development in a statement sent to Igbere TV, Chairman of HEDA, Mr. Olanrewaju Suraju said the withdrawal of the case cannot be justified “as it only solidified claims by providing more evidence that the corruption fight of the President has been compromised.”', None, None, 'Full Statement,', None, None, ""“The action of the FG confirms the suspicion that Goje trial has been waved aside because of his decision to step as the Senate President for President Mohammadu Buhari's prefered candidate, Senator Ahmed Lawan. "", None, None, '“This withdrawal has no justification except to confirm the rife speculations that the case was compromised to meet ""political considerations” as in previous cases taken over by the AGF office.', None, None, '“The AGF had set ""bitter precedents"" that the fight against corruption is selective depending on the political camp the suspected culprits belong.', None, None, '""The withdrawal is in bad taste and this group will deploy all the constitutional legal means to defend public interest in this particular case.', None, None, '“The international community would be notified of this subversion of rule of law and justice by the present regime.', None, None, '“Bilateral laws and agreement between Nigeria and other foreign nations will be explored to exposed both the government and the suspect. Constitutional provision on Nolle Prosequi is not to pervert justice but protect public interest.”', None, None, 'http://igberetvnews.com/824896/group-gives-buhari-14-day-ultimatum-to-prosecute-goje']"
122,ogbiwa,6:25am,Jul 09,30,"["" Real Madrid are convinced Paul Pogba will snub a return to Juventus for a move to Bernabeu and they're set to dump James Rodriguez to fund his £150million transfer"", None, None, 'Real Madrid are convinced Paul Pogba only has eyes for them this summer despite his former club', None, 'Juventus being linked to the France international.', None, None, 'Pogba wants to play for compatriot Zinedine Zidane and sample a new league, not return to Serie A where he spent four years from 2012 to 2016.', None, None, 'That’s the view of the Madrid board who want to test', None, 'Manchester United ’s resolve with a concrete bid before the end of this month.', None, None, 'Their capacity to make that bid depends on them making further sales and with them still making no progress in their efforts to sell Gareth Bale, moving James Rodriguez to Napoli for €40m looks like being their best chance of doing that.', None, None, 'Napoli coach Carlo Ancelotti wants to work with Rodriguez again after their successful time at Real Madrid. It has even been suggested that the Italian club would take the famous No 10 shirt out of retirement if Rodriguez signs.', None, None, 'Disagreements over payment methods currently separate the two clubs with Real Madrid wanting one payment up front for the Colombian so they can commit to paying a sizeable first instalment in any Pogba deal this summer.', None, None, ""Pogba has already admitted he wants a new challenge this summer and his agent Mino Raiola said last week: ‘Everyone within the club from the manager to the owner knows Paul's wishes."", None, "" Everyone knows the willingness of Paul to move on. We are in the process of that.'"", None, None, 'Madrid believe, despite briefing to the contrary, that United are already making plans to cover Pogba’s departure if Real Madrid come close to reaching their £150m valuation of the player.', None, None, 'Rodriguez’ switch to Napoli and the sale of Lucas Vazquez – who is wanted by Arsenal coach Unai Emery – could give them the resources to make a meaningful bid before the end of this month.', None, None, 'https://www.dailymail.co.uk/sport/football/article-7224309/Real-Madrid-convinced-Paul-Pogba-snub-Juventus-Bernabeu-move.html']"
123,CuriousMynd,6:09am,Jul 09,27,"['The president of the Senate, Senator Ahmad Lawan, has disclosed what he discussed with the national leader of the All Progressives Congress (APC), Asiwaju Bola Ahmed Tinubu, Igbere TV reports.', None, None, None, 'Lawan who on Sunday, July 7, met with Tinubu, said the Senate will take its oversight role seriously and perform its assignments without fear or favour.', None, None, None, 'The Senate president who disclosed this through his official Twitter handle assured Nigerians that President Muhammadu Buhari and the government would be supported by the National Assembly.', None, None, None, 'He wrote;', None, None, None, '“During my visit yesterday to the National Leader of APC, Asiwaju Bola Ahmed Tinubu, I reiterated the fact that the Senate will take its oversight role seriously and perform its assignments without fear or favour.', None, None, None, 'We will perform our job not to create hostility or engender rancour in the relationship between the National Assembly and the executive but to create synergy. Synergy will help us deliver our respective services to the people.', None, None, None, 'That notwithstanding, I want to assure Nigerians that President Muhammadu Buhari and the government would be supported from the National Assembly.', None, None, None, 'Addressing senators during the resumption of plenary on Tuesday, July 2, in Abuja. The Senate president said there was serious poverty in the land and that only concerted efforts by the two arms of government could address the issue.”', None, None, None, 'Source; ', 'http://igberetvnews.com/824946/senate-president-lawan-discloses-details-of-meeting-with-bola-tinubu/']"
124,ackim,2:50am,Jul 09,30,"['The Confederation of African Football (CAF) has put everything in place, to ensure that Video Assistant Referees (VAR), is used from the quarter-finals of the 2019 Africa Cup of Nations.', None, None, 'The technology was not used in the group stages and Round of 16 fixtures.', None, None, 'However, it will make its debut on Wednesday, July 10.', None, None, 'First for the last-8 clash between Senegal and Benin, then the subsequent game between Nigeria and South Africa.', None, None, 'Souleyman Waberi, the CAF exco member from Djibouti and chairman of CAF’s referee’s commission, told Osasu Obayiuwana of the BBC: “We are very ready. We have used VAR offline (in test mode) for five games in this tournament, starting with the Egypt vs Uganda match.', None, None, '“Everything has worked well. Refereeing experts from FIFA have checked things and are satisfied.”', None, None, 'Waberi also revealed that CAF expects to use VAR for the 2020 CHAN from the start of that tournament.', None, None, 'The tournament will be hosted by Cameroon, who will also host the 2021 AFCON a year later.', None, None, '“Our plan is to use VAR from the first match of that tournament,” he added.', None, None, 'Source ', 'https://www.reportminds.com/2019/07/caf-confirms-use-of-var-in-quarter.html']"
125,bellachibaby,5:51am,Jul 09,23,"['The Oyo State Governorship Election Petition Tribunal on Monday disallowed  a subpoenaed witness called by the Independent National Electoral Commission from testifying in a petition challenging the victory of Governor Seyi Makinde of Oyo State.', None, None, 'The News Agency of Nigeria reports that the witness was Prof. Toyin Ogundipe who was the Oyo State Returning Officer in the March 9 governorship election in the state.', None, None, 'The tribunal led by Justice Muhammed Sirajo said that INEC’s statement of oath and list of witnesses submitted to the tribunal did not include Ogundipe’ name.', None, None, 'Sirajo said that INEC also failed to indicate whether an official or subpoenaed witness would be called to testify in the matter.', None, None, '“This witness cannot testify for INEC in this matter,” the tribunal ruled.', None, None, 'Earlier, counsel to INEC, Mr Akinlolu Kehinde (SAN), had told the tribunal that the subpoenaed witness was an official witness who was not under the control of the commission.', None, None, 'He, however, said that Electoral Act paragraphs 41 to 48 allow the tribunal to use its discretion on the issue and allow the witness to testify.', None, None, 'Kehinde argued that the witness had been the INEC returning officer who was critically involved in the election and urged the tribunal to allow him to testify.', None, None, 'But counsel to Adebayo Adelabu, the APC flagbearer, Mr Afolabi Fashanu (SAN), said there should be a granted application before the tribunal can allow a subpoenaed witness to appear before it.', None, None, 'Fashanu said that the discretion to be exercised by the tribunal must be based on an existing law and must be exercised judiciously.', None, None, 'He urged the tribunal to disallow the witness.', None, None, 'NAN  reports that the tribunal had taken a break to resume later in the day as at the time of this report.', None, None, 'NAN also reports that Adelabu and his party are challenging the declaration of Makinde, the PDP candidate, as the governor of Oyo State by INEC during the March 9 governorship election.', None, None, 'The other respondents in the matter are INEC and the PDP.', None, None, None, None, None, 'Read more here ', 'https://thickmatch.com/oyo-gov-tribunal-disallows-inecs-witness-testifying/']"
